gender,Partner,Dependents,PhoneService,tenure,MonthlyCharges
Female,Yes,No,Yes,50,71.05
Male,No,No,Yes,17,19.45
Female,Yes,No,Yes,68,110.8
Male,No,No,Yes,1,84.5
Female,Yes,No,Yes,25,69.3
Male,No,No,No,67,49.35
Male,No,No,Yes,32,20.35
Female,Yes,No,Yes,67,105.6
Male,Yes,No,No,72,64.45
Male,Yes,No,Yes,71,108.6
Male,No,Yes,Yes,1,49.9
Male,No,No,No,46,30.3
Female,No,No,No,2,30.4
Female,No,No,Yes,1,45.4
Female,Yes,No,Yes,48,65.65
Female,Yes,No,Yes,61,103.3
Female,Yes,No,Yes,32,84.15
Female,No,No,Yes,2,44.45
Female,No,No,Yes,3,19.75
Female,No,No,Yes,5,85.4
Female,Yes,Yes,Yes,71,89.9
Male,Yes,No,Yes,37,55.05
Male,Yes,Yes,Yes,65,104.1
Female,No,Yes,Yes,67,106.6
Male,No,Yes,Yes,49,75.2
Male,Yes,Yes,Yes,50,70.5
Male,Yes,Yes,Yes,25,19.6
Female,No,Yes,Yes,17,55.85
Female,Yes,Yes,Yes,64,24.05
Male,Yes,No,No,25,38.1
Male,No,No,Yes,23,106.4
Male,Yes,No,No,24,34.25
Female,No,No,Yes,37,100.05
Female,No,No,Yes,21,68.65
Male,No,No,Yes,1,45.8
Female,No,No,Yes,10,75.75
Male,No,No,Yes,6,84.4
Male,Yes,No,Yes,51,96.4
Female,No,No,Yes,10,20.55
Female,No,No,No,6,50.95
Male,Yes,Yes,Yes,47,90.5
Female,Yes,Yes,Yes,61,79.4
Female,No,No,No,52,58.75
Female,Yes,Yes,Yes,35,59.45
Male,Yes,No,Yes,71,105.7
Female,No,No,Yes,6,56.25
Male,Yes,No,Yes,45,53.3
Female,No,No,Yes,2,85.55
Female,No,No,Yes,4,68.65
Male,No,No,No,2,24.3
Male,No,No,Yes,4,77.85
Male,No,No,Yes,51,59.9
Male,Yes,Yes,Yes,60,23.95
Male,No,No,Yes,9,20.15
Male,No,No,Yes,3,105.35
Male,No,No,Yes,17,95.65
Female,No,No,Yes,8,87.05
Male,Yes,Yes,Yes,46,81.0
Female,No,No,Yes,68,82.45
Male,No,No,Yes,1,53.5
Female,Yes,No,Yes,4,20.5
Female,No,No,No,1,25.1
Male,No,Yes,Yes,28,54.4
Female,No,No,Yes,39,58.6
Male,No,No,Yes,11,84.8
Female,Yes,No,No,71,61.4
Male,No,Yes,Yes,2,20.4
Male,Yes,No,Yes,30,79.65
Female,No,No,Yes,17,20.15
Female,Yes,No,Yes,55,94.45
Female,No,No,Yes,58,79.8
Female,No,No,Yes,5,54.2
Female,No,No,Yes,1,19.45
Male,No,No,Yes,9,74.05
Male,No,No,Yes,26,49.15
Female,No,No,Yes,50,19.4
Female,Yes,No,Yes,72,113.65
Female,No,Yes,Yes,43,106.0
Male,No,No,Yes,56,25.95
Female,No,No,Yes,1,19.1
Male,Yes,Yes,Yes,72,103.4
Male,Yes,No,Yes,72,100.55
Male,Yes,No,Yes,36,95.4
Male,No,No,Yes,5,75.15
Female,No,No,Yes,13,84.45
Female,No,No,Yes,44,89.15
Female,Yes,Yes,Yes,70,107.9
Male,No,No,Yes,44,19.5
Female,Yes,No,Yes,32,85.95
Female,Yes,No,Yes,69,24.95
Female,No,No,Yes,16,59.4
Male,Yes,Yes,Yes,68,19.5
Male,No,No,Yes,16,69.95
Male,Yes,Yes,Yes,68,82.85
Male,No,No,Yes,4,19.0
Female,Yes,Yes,No,26,38.85
Female,No,No,No,29,30.6
Male,No,Yes,Yes,5,20.35
Male,Yes,No,Yes,70,95.0
Male,Yes,No,Yes,24,74.4
Female,Yes,No,Yes,72,78.45
Male,No,No,Yes,1,74.3
Male,Yes,No,No,70,51.05
Female,Yes,Yes,Yes,36,19.2
Female,No,No,Yes,38,99.55
Female,No,No,Yes,17,70.0
Female,Yes,Yes,Yes,41,109.1
Female,No,No,Yes,1,45.3
Male,No,No,No,2,29.85
Male,No,No,Yes,14,76.45
Male,No,No,Yes,2,95.1
Male,No,No,Yes,1,19.8
Male,Yes,Yes,Yes,13,72.8
Male,No,No,Yes,6,18.95
Female,No,No,Yes,4,76.65
Female,Yes,Yes,Yes,5,99.15
Female,Yes,No,Yes,15,101.75
Female,No,No,Yes,47,75.45
Female,No,No,Yes,8,64.1
Male,No,No,No,17,25.65
Male,Yes,Yes,Yes,15,75.1
Female,No,No,Yes,26,95.85
Female,No,No,Yes,23,54.4
Female,No,No,Yes,4,72.75
Male,No,Yes,Yes,29,19.85
Female,No,No,Yes,25,19.05
Male,No,No,Yes,9,44.95
Male,Yes,No,Yes,18,49.55
Male,No,No,Yes,3,94.85
Female,Yes,Yes,No,69,46.25
Male,No,No,Yes,14,19.35
Male,No,No,Yes,19,69.6
Male,No,No,Yes,39,90.7
Male,No,No,Yes,31,101.4
Male,Yes,Yes,Yes,24,20.25
Male,Yes,No,Yes,14,48.8
Female,Yes,No,Yes,64,74.35
Female,No,No,Yes,50,19.35
Male,Yes,Yes,Yes,52,68.75
Male,No,No,Yes,28,100.2
Female,No,No,Yes,21,20.85
Male,No,Yes,Yes,25,95.9
Female,Yes,No,Yes,17,19.35
Male,Yes,No,No,58,45.0
Male,Yes,No,Yes,17,81.5
Female,Yes,No,Yes,51,25.5
Male,Yes,Yes,No,72,48.9
Male,Yes,No,Yes,52,84.1
Female,No,No,Yes,27,19.6
Female,No,No,Yes,3,20.0
Female,Yes,No,Yes,64,81.3
Female,Yes,No,Yes,45,95.2
Male,Yes,No,No,3,36.45
Female,Yes,No,Yes,71,83.3
Female,No,No,No,1,25.05
Female,Yes,Yes,Yes,58,20.3
Male,Yes,Yes,Yes,34,89.85
Female,No,No,Yes,8,49.85
Female,Yes,Yes,Yes,15,19.8
Male,Yes,Yes,No,66,54.65
Male,No,No,No,12,29.35
Male,No,No,Yes,58,19.15
Female,Yes,Yes,Yes,3,19.1
Female,Yes,No,No,43,55.55
Female,No,No,Yes,9,80.55
Female,No,No,Yes,3,20.25
Female,Yes,Yes,Yes,22,69.5
Male,Yes,No,Yes,40,106.0
Female,No,No,Yes,68,25.5
Male,Yes,No,Yes,54,104.3
Female,No,No,Yes,50,79.6
Male,No,No,Yes,1,55.25
Female,Yes,No,Yes,72,88.05
Male,No,Yes,Yes,40,20.4
Female,Yes,Yes,Yes,72,117.6
Female,No,No,Yes,6,20.0
Female,No,No,Yes,5,19.65
Male,Yes,No,Yes,48,70.55
Female,No,No,Yes,1,93.85
Female,Yes,Yes,Yes,64,65.8
Female,No,No,Yes,17,20.05
Male,Yes,No,Yes,40,80.0
Female,Yes,Yes,No,41,35.4
Male,No,No,Yes,51,79.6
Male,Yes,No,Yes,41,80.25
Female,Yes,Yes,Yes,1,50.45
Female,No,No,Yes,2,20.45
Male,No,No,Yes,68,79.6
Female,Yes,Yes,Yes,24,24.7
Male,Yes,No,Yes,70,77.3
Male,No,No,No,3,29.75
Male,No,No,Yes,2,44.9
Male,Yes,No,No,3,29.8
Female,No,No,Yes,7,74.65
Female,No,No,Yes,13,71.95
Male,No,No,Yes,7,20.75
Male,Yes,Yes,Yes,12,56.3
Male,Yes,Yes,Yes,53,105.25
Female,No,No,Yes,12,94.2
Male,Yes,Yes,Yes,63,19.55
Female,No,No,Yes,15,84.45
Male,Yes,Yes,Yes,36,53.65
Male,Yes,No,No,4,29.9
Female,Yes,Yes,Yes,24,19.7
Female,No,No,No,61,43.7
Male,No,No,Yes,16,55.3
Male,Yes,Yes,Yes,65,19.85
Female,Yes,Yes,Yes,26,19.65
Male,No,No,Yes,16,49.45
Female,Yes,No,Yes,54,106.55
Male,No,No,Yes,1,20.1
Male,No,Yes,Yes,5,20.45
Female,No,No,No,19,39.7
Male,No,No,Yes,10,54.5
Female,Yes,Yes,Yes,23,83.8
Male,No,No,Yes,3,55.15
Female,No,No,Yes,72,111.6
Male,Yes,No,Yes,10,86.65
Female,Yes,Yes,Yes,10,55.55
Male,Yes,No,Yes,11,20.55
Female,No,No,Yes,37,106.75
Male,Yes,Yes,Yes,17,62.1
Female,Yes,Yes,Yes,36,104.5
Male,No,No,Yes,17,101.8
Female,Yes,Yes,Yes,66,110.6
Male,Yes,Yes,Yes,61,84.9
Male,No,No,Yes,22,93.2
Male,No,No,No,1,24.4
Female,No,No,Yes,6,70.55
Male,No,No,Yes,31,78.45
Female,Yes,Yes,Yes,68,85.0
Female,Yes,Yes,Yes,34,87.45
Female,Yes,Yes,Yes,52,85.8
Female,No,Yes,Yes,10,91.1
Male,Yes,Yes,Yes,29,70.75
Female,Yes,Yes,Yes,72,20.1
Male,Yes,Yes,Yes,47,20.05
Male,Yes,Yes,Yes,24,74.8
Male,No,No,Yes,65,24.8
Female,No,No,Yes,4,100.85
Male,Yes,No,Yes,12,101.35
Male,No,No,Yes,1,81.7
Male,No,No,Yes,33,68.25
Female,No,No,Yes,34,105.1
Female,Yes,No,Yes,14,20.4
Female,No,No,Yes,4,79.15
Male,Yes,Yes,Yes,13,20.0
Female,Yes,Yes,Yes,65,79.4
Male,Yes,Yes,Yes,23,57.2
Male,Yes,No,Yes,55,58.6
Male,Yes,No,Yes,49,94.8
Male,Yes,No,Yes,60,102.5
Female,Yes,Yes,Yes,69,20.35
Male,No,No,Yes,40,84.9
Male,Yes,No,Yes,67,69.2
Male,No,No,Yes,35,95.45
Male,Yes,Yes,Yes,19,100.95
Female,Yes,Yes,Yes,13,20.85
Female,No,Yes,Yes,41,88.5
Female,No,No,No,4,35.0
Female,Yes,Yes,Yes,24,55.15
Female,No,No,No,5,50.95
Female,No,No,Yes,5,64.0
Female,Yes,Yes,Yes,1,69.1
Female,Yes,Yes,Yes,72,80.2
Female,No,No,Yes,24,49.3
Female,Yes,No,Yes,42,84.35
Female,No,No,Yes,4,20.05
Male,No,No,Yes,68,117.2
Female,Yes,Yes,Yes,33,20.1
Female,No,No,Yes,1,69.6
Male,No,No,Yes,31,103.45
Female,No,No,Yes,4,77.95
Male,Yes,No,Yes,69,109.95
Male,No,No,Yes,38,94.75
Female,Yes,Yes,Yes,3,80.0
Female,Yes,Yes,Yes,48,79.65
Female,Yes,No,Yes,15,25.2
Female,No,No,Yes,25,19.9
Female,No,No,Yes,1,78.45
Female,No,No,No,48,44.8
Male,No,No,Yes,1,20.3
Male,No,No,Yes,1,19.2
Female,No,No,Yes,37,80.05
Male,Yes,No,Yes,66,107.35
Female,Yes,No,No,26,47.85
Male,Yes,No,Yes,63,70.8
Male,No,No,No,10,29.5
Female,No,No,Yes,2,70.75
Male,Yes,No,Yes,18,59.1
Female,Yes,No,Yes,64,25.55
Female,No,No,Yes,9,84.45
Female,No,Yes,Yes,28,20.25
Female,No,No,Yes,1,75.55
Male,No,No,Yes,4,85.65
Male,No,No,Yes,38,70.15
Male,Yes,No,Yes,66,95.3
Female,No,No,Yes,1,70.25
Female,Yes,No,Yes,18,50.3
Male,No,No,Yes,51,97.8
Male,Yes,Yes,Yes,0,19.85
Male,No,No,Yes,1,46.3
Male,No,Yes,Yes,12,19.35
Female,No,No,Yes,41,106.3
Male,No,No,Yes,12,25.0
Female,Yes,Yes,Yes,55,20.3
Female,No,No,Yes,7,75.35
Female,No,No,Yes,12,89.4
Female,Yes,Yes,Yes,68,88.0
Female,No,No,Yes,5,83.15
Female,No,No,Yes,49,43.8
Male,No,No,No,40,62.05
Female,No,No,Yes,16,20.1
Male,No,No,Yes,10,74.15
Female,Yes,No,Yes,72,101.35
Female,No,No,Yes,2,84.05
Male,Yes,Yes,Yes,23,20.9
Female,No,No,Yes,71,105.9
Female,Yes,No,Yes,11,99.5
Male,No,No,Yes,1,44.15
Female,No,No,Yes,16,53.9
Female,No,No,Yes,1,85.45
Male,Yes,No,Yes,12,85.05
Female,No,No,No,54,44.1
Female,Yes,No,Yes,68,90.2
Female,Yes,Yes,Yes,4,50.85
Female,No,Yes,Yes,1,59.2
Male,No,No,Yes,27,53.45
Male,No,No,Yes,21,19.95
Male,No,No,Yes,13,83.2
Female,No,No,Yes,64,74.65
Female,No,No,Yes,1,54.9
Male,Yes,No,No,57,57.5
Female,Yes,No,Yes,21,103.9
Male,No,No,Yes,19,19.65
Male,Yes,No,Yes,31,93.8
Male,No,No,Yes,52,89.25
Female,No,No,Yes,46,94.15
Female,No,No,Yes,11,55.6
Female,Yes,Yes,No,53,48.7
Female,Yes,Yes,Yes,11,19.25
Male,No,No,Yes,57,104.9
Female,No,No,Yes,2,75.45
Female,No,No,Yes,2,54.85
Female,Yes,Yes,Yes,71,19.9
Female,Yes,Yes,Yes,1,19.4
Male,Yes,No,Yes,68,25.05
Male,Yes,No,Yes,72,84.45
Female,No,No,Yes,2,19.3
Male,Yes,No,Yes,1,95.1
Female,No,No,Yes,41,79.85
Male,Yes,Yes,Yes,72,25.55
Male,Yes,No,Yes,6,75.5
Female,Yes,Yes,Yes,4,73.75
Male,No,No,Yes,12,96.05
Female,Yes,No,Yes,58,68.4
Female,No,No,Yes,7,20.65
Female,Yes,No,Yes,65,55.15
Male,No,No,Yes,1,70.6
Male,Yes,No,Yes,56,19.95
Male,No,No,Yes,4,19.0
Female,Yes,Yes,Yes,58,44.1
Male,Yes,No,Yes,62,107.6
Male,No,No,Yes,26,61.55
Male,No,No,Yes,62,90.7
Female,Yes,Yes,Yes,58,99.25
Female,Yes,No,Yes,68,91.7
Female,Yes,Yes,Yes,61,100.7
Female,No,No,Yes,42,78.45
Male,No,No,Yes,18,84.3
Female,No,No,Yes,56,19.55
Female,No,No,Yes,4,88.95
Female,No,No,Yes,4,20.45
Female,No,Yes,Yes,35,55.6
Female,Yes,Yes,Yes,64,86.8
Female,No,No,Yes,31,20.95
Female,Yes,No,Yes,67,20.05
Female,No,No,Yes,4,50.7
Female,Yes,No,Yes,70,113.65
Male,No,No,Yes,3,53.4
Male,Yes,No,Yes,53,101.9
Male,Yes,Yes,Yes,2,59.5
Female,Yes,Yes,Yes,29,87.8
Female,No,No,No,47,41.9
Female,Yes,Yes,Yes,68,83.0
Male,No,Yes,Yes,12,69.85
Female,Yes,Yes,Yes,8,56.3
Male,Yes,No,Yes,54,109.55
Male,Yes,Yes,Yes,69,92.15
Female,No,No,Yes,26,69.5
Female,Yes,No,Yes,72,97.0
Female,No,No,No,70,58.35
Male,No,Yes,Yes,1,50.6
Male,No,No,Yes,10,89.5
Female,Yes,Yes,Yes,28,70.4
Male,No,No,Yes,1,69.8
Female,Yes,No,Yes,21,94.3
Male,Yes,No,Yes,51,93.8
Female,Yes,Yes,Yes,53,19.55
Male,No,Yes,Yes,53,95.95
Male,Yes,No,Yes,24,101.05
Female,Yes,No,Yes,70,94.8
Male,No,No,Yes,61,107.75
Female,No,No,Yes,11,54.6
Male,No,No,Yes,2,71.3
Male,No,No,Yes,25,19.5
Female,No,No,Yes,41,56.3
Male,Yes,No,Yes,18,94.7
Male,Yes,No,Yes,72,104.15
Female,Yes,Yes,Yes,71,90.55
Female,Yes,Yes,Yes,34,60.8
Male,No,No,Yes,29,98.8
Male,Yes,No,Yes,40,98.15
Male,Yes,No,No,36,35.35
Female,Yes,No,Yes,46,103.15
Female,No,No,Yes,58,107.75
Male,No,No,Yes,39,81.4
Male,Yes,Yes,Yes,4,61.45
Female,Yes,Yes,Yes,52,95.7
Male,Yes,No,Yes,70,104.8
Male,Yes,No,Yes,65,70.95
Male,No,No,Yes,1,44.95
Female,Yes,No,Yes,70,97.65
Female,Yes,Yes,No,29,35.65
Male,No,No,Yes,1,90.55
Female,No,No,Yes,67,85.25
Female,No,No,Yes,1,19.5
Female,No,No,Yes,26,88.8
Female,Yes,Yes,Yes,30,25.1
Female,Yes,No,Yes,48,100.05
Female,Yes,Yes,Yes,55,55.7
Male,No,No,Yes,7,85.2
Male,No,No,Yes,37,91.15
Female,Yes,No,Yes,31,83.85
Male,No,No,Yes,4,45.9
Male,Yes,Yes,Yes,72,25.1
Male,No,No,Yes,5,91.4
Male,Yes,Yes,Yes,1,19.7
Female,No,No,Yes,15,91.5
Male,Yes,Yes,Yes,8,51.3
Female,No,No,Yes,35,21.1
Female,No,No,Yes,56,104.75
Male,Yes,No,Yes,42,106.15
Male,Yes,Yes,Yes,65,85.75
Female,Yes,Yes,Yes,2,20.3
Male,Yes,No,Yes,65,100.75
Female,No,No,Yes,18,74.15
Female,No,No,Yes,23,78.55
Female,No,No,Yes,4,45.3
Male,Yes,No,Yes,70,19.85
Female,No,No,Yes,4,50.7
Male,No,No,Yes,19,45.0
Female,No,No,Yes,18,77.8
Female,Yes,No,Yes,38,83.45
Male,No,No,Yes,2,73.25
Male,No,No,Yes,47,94.8
Female,Yes,Yes,Yes,52,20.1
Male,No,No,Yes,9,59.9
Female,Yes,No,Yes,26,90.1
Male,Yes,Yes,Yes,8,51.05
Male,Yes,No,Yes,44,70.95
Female,No,No,No,3,29.2
Male,No,No,Yes,2,46.6
Female,Yes,Yes,Yes,9,85.35
Male,No,No,Yes,1,75.35
Male,No,No,Yes,25,74.3
Female,Yes,No,Yes,2,69.3
Male,No,No,Yes,43,75.2
Female,No,No,Yes,1,20.9
Female,Yes,No,Yes,58,94.3
Female,Yes,Yes,Yes,59,76.45
Male,No,No,No,44,54.0
Male,No,No,Yes,66,104.25
Male,Yes,Yes,Yes,68,19.95
Male,No,No,No,9,24.95
Male,No,No,Yes,19,84.75
Male,No,No,Yes,4,19.75
Female,No,No,Yes,70,113.65
Male,No,No,Yes,1,44.9
Female,No,No,Yes,8,75.25
Male,No,No,Yes,53,24.6
Male,No,No,Yes,51,25.0
Male,Yes,Yes,Yes,11,20.95
Male,Yes,Yes,Yes,60,110.6
Male,No,No,Yes,17,55.5
Male,No,No,Yes,3,43.3
Male,Yes,No,Yes,70,109.5
Male,No,No,Yes,1,19.45
Male,No,No,Yes,43,84.85
Female,Yes,No,Yes,16,19.6
Female,Yes,Yes,Yes,57,53.45
Male,Yes,Yes,Yes,37,19.8
Female,Yes,No,Yes,72,112.1
Female,No,No,Yes,11,84.8
Female,Yes,No,Yes,50,95.05
Male,No,No,Yes,5,50.35
Male,Yes,No,Yes,1,74.6
Male,No,No,Yes,16,19.7
Male,Yes,No,Yes,2,74.2
Female,No,No,Yes,17,69.0
Female,No,No,Yes,16,19.35
Female,No,No,Yes,15,59.45
Female,No,No,Yes,10,19.8
Female,No,Yes,Yes,46,105.2
Male,Yes,Yes,Yes,64,109.2
Female,No,No,Yes,1,79.15
Male,Yes,Yes,Yes,25,53.65
Male,Yes,Yes,Yes,71,100.2
Male,No,No,Yes,8,45.15
Female,Yes,Yes,Yes,72,108.65
Female,Yes,No,No,49,40.65
Male,Yes,Yes,No,29,55.35
Male,Yes,No,Yes,72,105.6
Male,Yes,No,Yes,31,93.8
Female,No,No,Yes,50,95.7
Male,Yes,No,Yes,71,83.2
Male,Yes,No,Yes,70,90.05
Male,No,No,Yes,71,97.65
Male,Yes,Yes,Yes,61,68.05
Male,No,No,Yes,32,96.2
Female,No,Yes,Yes,1,79.6
Male,No,No,Yes,68,102.1
Male,No,No,Yes,62,23.4
Female,No,Yes,Yes,7,71.05
Male,No,No,Yes,20,85.25
Male,Yes,Yes,Yes,6,19.45
Female,No,No,No,33,59.45
Male,Yes,Yes,Yes,28,92.2
Male,No,No,Yes,27,19.85
Male,No,No,Yes,7,43.9
Male,No,No,Yes,26,80.5
Male,No,No,Yes,5,89.8
Male,No,No,Yes,30,90.5
Male,No,No,Yes,63,90.45
Male,No,No,Yes,1,50.75
Female,No,Yes,Yes,53,84.6
Female,Yes,Yes,Yes,14,89.65
Female,No,No,Yes,21,99.15
Male,No,No,Yes,17,19.95
Male,Yes,Yes,Yes,16,20.5
Female,No,No,Yes,35,62.1
Female,No,No,Yes,32,79.5
Female,Yes,Yes,Yes,28,19.55
Female,No,No,Yes,1,20.35
Male,No,No,No,59,51.7
Female,Yes,Yes,Yes,72,23.3
Male,No,No,Yes,36,65.4
Female,No,No,Yes,40,65.1
Male,Yes,Yes,Yes,40,81.2
Female,No,Yes,Yes,9,72.9
Male,Yes,Yes,Yes,63,74.5
Female,No,No,Yes,3,80.5
Male,Yes,Yes,No,40,60.3
Male,Yes,No,Yes,8,75.0
Male,Yes,No,Yes,34,90.15
Male,No,No,No,5,40.0
Male,No,No,Yes,9,99.45
Male,Yes,No,Yes,9,69.05
Male,Yes,Yes,Yes,31,59.7
Female,Yes,No,Yes,50,19.85
Female,No,No,Yes,2,86.25
Female,No,No,Yes,1,45.65
Male,No,No,Yes,8,70.1
Female,No,No,No,9,40.75
Female,No,No,Yes,2,70.2
Female,No,No,Yes,3,55.35
Male,Yes,No,Yes,25,95.7
Male,No,No,Yes,1,46.3
Female,Yes,Yes,Yes,45,81.3
Male,Yes,Yes,Yes,51,84.2
Female,Yes,Yes,Yes,55,20.0
Female,No,No,Yes,38,66.15
Male,No,No,Yes,2,45.85
Male,Yes,Yes,Yes,38,19.6
Male,No,No,Yes,34,49.8
Female,Yes,No,Yes,70,101.75
Female,No,No,Yes,13,55.15
Male,No,No,Yes,39,75.25
Female,No,No,Yes,61,103.95
Female,No,No,Yes,12,100.15
Male,No,No,Yes,41,99.65
Male,No,No,Yes,21,73.7
Male,No,No,No,55,50.05
Male,Yes,No,No,69,60.25
Male,Yes,Yes,Yes,26,105.75
Female,Yes,No,Yes,69,87.3
Female,Yes,No,No,18,48.35
Male,Yes,Yes,Yes,47,54.25
Female,Yes,Yes,Yes,72,85.3
Male,Yes,No,No,33,50.0
Female,Yes,Yes,No,2,24.4
Female,Yes,Yes,Yes,72,90.95
Male,Yes,No,Yes,37,72.25
Female,Yes,Yes,Yes,62,96.1
Female,Yes,No,Yes,71,19.85
Male,No,Yes,Yes,23,55.3
Female,No,No,Yes,16,20.1
Male,No,No,Yes,9,69.5
Male,Yes,Yes,Yes,17,25.15
Female,No,No,Yes,4,20.95
Female,Yes,No,Yes,1,49.55
Female,Yes,No,Yes,24,79.65
Female,No,No,Yes,1,71.25
Male,No,No,Yes,72,113.8
Female,Yes,No,Yes,72,24.55
Female,No,Yes,Yes,11,19.7
Male,No,No,Yes,9,20.25
Female,Yes,No,Yes,2,50.15
Female,Yes,No,Yes,60,100.5
Male,Yes,No,Yes,29,95.9
Female,No,No,Yes,49,74.45
Female,No,No,Yes,30,104.1
Female,Yes,No,Yes,53,19.05
Male,No,Yes,Yes,39,25.0
Female,No,No,Yes,9,19.05
Male,No,No,Yes,39,81.9
Male,No,No,Yes,8,69.7
Female,Yes,Yes,Yes,51,90.15
Male,Yes,Yes,Yes,71,25.35
Male,No,No,Yes,71,24.65
Female,Yes,No,Yes,70,19.55
Female,No,No,No,1,25.25
Male,Yes,No,No,38,60.0
Female,Yes,No,Yes,28,89.9
Female,Yes,No,Yes,32,19.4
Male,Yes,No,Yes,49,49.8
Female,Yes,Yes,Yes,37,24.1
Female,No,No,Yes,10,54.25
Male,Yes,No,Yes,67,109.9
Male,No,No,No,7,35.5
Female,No,No,Yes,51,87.55
Female,No,No,Yes,9,45.15
Female,No,No,Yes,9,88.4
Male,No,No,Yes,4,50.8
Male,Yes,No,Yes,71,99.0
Female,Yes,Yes,Yes,50,84.4
Female,Yes,Yes,Yes,24,96.55
Male,Yes,No,Yes,22,59.75
Male,No,No,Yes,44,111.5
Female,Yes,Yes,Yes,33,24.25
Female,No,No,Yes,1,75.1
Female,Yes,No,Yes,54,70.15
Male,No,No,Yes,42,101.75
Female,No,No,Yes,1,45.8
Female,No,No,Yes,1,20.5
Male,No,No,Yes,30,70.4
Female,No,No,No,1,30.55
Male,Yes,Yes,Yes,16,84.9
Male,No,No,Yes,1,20.1
Male,Yes,No,No,9,40.65
Male,Yes,No,Yes,46,101.0
Male,No,No,Yes,1,69.1
Male,Yes,No,Yes,71,54.5
Male,No,No,Yes,43,75.35
Male,Yes,No,No,50,44.45
Female,No,No,Yes,13,75.0
Male,Yes,Yes,Yes,19,100.0
Female,No,No,Yes,41,98.05
Female,No,No,Yes,1,71.15
Female,No,No,No,24,54.15
Female,Yes,No,Yes,40,63.9
Female,Yes,Yes,Yes,3,69.15
Female,No,No,Yes,37,64.65
Female,Yes,Yes,Yes,67,108.75
Female,Yes,Yes,Yes,32,98.85
Female,Yes,No,Yes,6,49.15
Female,Yes,Yes,Yes,32,89.6
Female,No,No,Yes,59,83.25
Female,Yes,No,Yes,30,70.25
Male,No,Yes,Yes,20,19.4
Female,Yes,Yes,Yes,27,24.5
Female,No,No,Yes,20,79.15
Male,No,Yes,Yes,9,20.1
Female,Yes,Yes,Yes,68,73.0
Female,Yes,Yes,Yes,69,61.4
Male,No,No,Yes,26,84.3
Male,Yes,Yes,Yes,69,19.9
Male,No,No,Yes,11,20.4
Male,No,No,Yes,1,50.75
Male,Yes,Yes,Yes,10,20.45
Female,Yes,Yes,Yes,55,75.75
Male,No,No,Yes,44,65.4
Male,Yes,No,Yes,46,80.4
Male,Yes,Yes,Yes,69,59.75
Male,No,No,Yes,11,78.5
Female,Yes,No,Yes,11,102.0
Male,No,No,Yes,29,48.95
Female,Yes,No,Yes,57,99.65
Male,No,No,Yes,28,18.25
Female,No,No,Yes,42,54.55
Female,No,No,Yes,2,20.65
Male,No,Yes,No,23,40.65
Female,Yes,Yes,Yes,18,20.45
Male,Yes,Yes,Yes,62,24.8
Female,No,No,Yes,1,70.8
Male,No,No,Yes,16,89.05
Female,No,No,Yes,3,96.6
Male,No,No,Yes,67,88.8
Male,No,No,Yes,62,20.05
Female,Yes,No,Yes,57,104.5
Male,No,No,Yes,2,69.8
Female,Yes,Yes,Yes,23,77.15
Female,No,Yes,No,25,35.05
Female,No,No,Yes,72,108.1
Female,Yes,No,Yes,2,84.05
Female,No,No,Yes,8,20.2
Female,No,No,Yes,5,50.6
Male,No,No,No,35,49.2
Male,No,No,Yes,24,24.6
Female,Yes,Yes,Yes,2,71.65
Male,Yes,Yes,Yes,72,104.9
Female,No,No,Yes,41,106.5
Male,No,Yes,Yes,4,49.35
Male,No,No,Yes,26,75.5
Male,No,No,Yes,7,94.25
Female,Yes,No,Yes,1,68.95
Female,Yes,Yes,Yes,4,58.5
Male,No,No,Yes,48,78.9
Male,No,No,Yes,2,93.85
Female,Yes,No,Yes,12,79.2
Male,Yes,No,Yes,60,109.45
Male,No,No,Yes,55,59.2
Male,No,No,No,1,29.15
Male,No,No,Yes,1,20.05
Male,No,No,Yes,4,76.05
Male,No,No,No,1,24.45
Female,No,No,Yes,42,66.5
Female,No,No,Yes,1,49.55
Male,No,No,Yes,7,89.35
Male,No,No,Yes,3,73.6
Female,Yes,No,Yes,72,82.65
Male,No,No,Yes,15,49.0
Male,Yes,No,Yes,4,80.35
Female,No,No,Yes,11,25.2
Female,No,No,Yes,5,25.45
Female,No,No,Yes,1,55.8
Male,Yes,No,Yes,72,110.9
Female,Yes,No,Yes,55,77.75
Female,Yes,Yes,Yes,40,26.2
Female,Yes,No,Yes,57,19.9
Male,No,No,Yes,1,79.05
Male,Yes,No,Yes,1,95.0
Female,No,No,No,1,25.2
Male,Yes,Yes,Yes,52,80.85
Male,No,No,Yes,41,98.4
Male,Yes,No,Yes,43,56.35
Female,Yes,Yes,Yes,47,19.3
Male,No,No,Yes,3,50.4
Male,Yes,Yes,Yes,66,79.4
Male,Yes,Yes,Yes,55,55.25
Male,No,No,Yes,29,19.1
Female,No,Yes,Yes,12,84.05
Female,Yes,No,Yes,66,105.2
Male,No,No,Yes,35,101.4
Male,Yes,No,Yes,10,89.8
Male,Yes,Yes,Yes,27,75.75
Female,No,No,Yes,58,95.3
Male,Yes,No,Yes,54,109.75
Male,No,No,Yes,9,19.85
Male,No,No,Yes,2,19.3
Male,No,No,Yes,6,69.1
Female,No,No,Yes,26,91.25
Female,No,No,Yes,9,20.25
Male,Yes,No,Yes,8,54.75
Male,No,No,Yes,12,81.45
